id,sentence,label
582,"Voice Quality, Signal Strength, Dropped Calls.",negative
583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",positive
584,Better than expected.,positive
585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",negative
586,Battery is holding up well.,positive
587,Also difficult to put on.I'd recommend avoiding this product.,negative
588,"I only used it two days, and it wasn't always easy to hear with.",negative
589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,negative
590,Sprint - terrible customer service.,negative
591,Linked to my phone without effort.,positive
592,THey are so cool!,positive
593,Easy to use.,positive
594,Better Than New.,positive
595,"What possesed me to get this junk, I have no idea...",negative
596,Piece of trash.,negative
597,A pretty good product.,positive
598,This is a great phone!.,positive
599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",positive
600,Their Research and Development division obviously knows what they're doing.,positive
601,"The real killer is the volume, and of course it breaking.",negative
602,Those phones are working just fine now.,positive
603,I am more than happy with this product.,positive
604,Poor Construction.,negative
605,This is infuriating.,negative
606,"Overall, I would recommend this phone over the new Walkman.",positive
607,Sprint charges for this service.,negative
608,"It is cheap, and it feel and look just as cheap.",negative
609,It fits my ear well and is comfortable on.,positive
610,It doesn't work in Europe or Asia.,negative
611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,positive
612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,positive
613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,positive
614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,negative
615,the charger worked for about a week and then completely stopped charging my phone.,negative
616,Poor product.,negative
617,However I needed some better instructions.,negative
618,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,negative
619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,positive
620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",negative
621,DO NOT BUY DO NOT BUYIT SUCKS,negative
622,This is a great product..... sure beats using your fingers!.,positive
623,"Plus, I seriously do not believe it is worth its steep price point.",negative
624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,positive
625,Very Dissapointing Performance.,negative
626,Don't make the same mistake that I did and please don't buy this phone.,negative
627,This phone might well be the worst I've ever had in any brand.,negative
628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,negative
629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,positive
630,Don't bother - go to the store.,negative
631,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",positive
632,I did not have any problem with this item and would order it again if needed.,positive
633,You get what you pay for I guess.,negative
634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",positive
635,im surprised this is a good quality car charger and there's not much reviews about it.,positive
636,These are fabulous!,positive
637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",negative
638,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,positive
639,Disappointing accessory from a good manufacturer.,negative
640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",negative
641,Very wind-resistant.,positive
642,"Obviously they have a terrible customer service, so you get what you pay for.",negative
643,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",positive
644,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",negative
645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,negative
646,Phone is sturdy as all nokia bar phones are.,positive
647,Great phone.,positive
648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",negative
649,I'm pleased.,positive
650,Battery is terrible.,negative
